Otic enhancers,,,,,,Nearest gene associated to,,,,,RNA seq expression data,,,,,,,,,,,Significant TFBS identified by RSAT
Enhancer ID,Chr,Start,End,width,Strand details,Gene name,Ensembl gene id,Gene locus,location of enhancer to gene associated,Distrance to gene associated,NP_FPKM,aPPR_FPKM,pPPR_FPKM,NNE_FPKM,APD_FPKM,IPD_FPKM,ss56_OEDP_FPKM,ss89_otic_FPKM,ss12_otic_FPKM,ss3_whole embryo_FPKM,foldchange ss89/ss3,TFBS found
17974a,3,67385143,67386459,1317,+,BEND3,ENSGALG00000015314,3:67393978-67403976,upstream,-8836,44.0378,31.0191,33.4988,15.9295,35.4252,36.9742,32.8055,33.2927,33.2559,30.6211,1.087247029,"Tcfap2c, Tcfap2c, Tcfap2b, Tcfap2b, TFAP2A, Tcfap2b, Tcfap2b, Mtf1, Pbx, Arnt, Tcfap2e, Six1_optimised, CREB.2, Tcfap2c, Tcfap2c, HIF1, HIF1, TFAP2A, Bbx, TFAP2A, Bbx, Tcfap2e, Tcfcp2l1, PLAG1, Sox30, Sox8, Sox3, NR3C1, Pax6.2, Nkx2-5, SALL1, Rfx3, CREB_ATF, Lmx1b, Lmx1b, Bbx, RREB1, Mafb"
28082,8,13537485,13537670,186,+,ZNF644,ENSGALG00000006100,8:13554253-13606727,upstream,-16769,39.4597,33.8092,36.6358,31.2256,36.7871,36.4644,28.0947,26.3936,28.0092,24.3303,1.084803722,"Sox6, Sox5, Six1_optimised, Sox30"
13190,2,104316499,104317655,1157,-,CHST9,ENSGALG00000019489,2:104126304-104127381,upstream,-189118,2.2606,14.6429,10.234,35.0719,11.4313,13.6348,6.80985,5.09548,10.2748,4.71636,1.080384025,"FOXP1, FOXP1, FOXP1, FOXP1, FOXP1, Hlxb9, Mafb, FOXP1, Hoxc9, SALL1, Prrx1, Hoxa1, Lhx4, DMRT3, Ets, Lhx9, Hoxa2, Pax7, Six4, Irx2, CHX10_vsx2_, Hlxb9, Dlx5, Hoxc9, Lmx1a, Mybl1, Irx4, Dmbx1, Dmbx1, Dlx5, Alx4, Pax-2, Dlx5, Hmbox1, Foxk1, Gbx1, Tcf7l2, Lhx4, Emx2, Pax7, Hoxa1, Gata5, Lmx1b, Sox6, Ar, Ar, Tcfap2b, Tcfap2b, Gata5, Sox30, SALL1, Lmx1a, Six1_optimised, Gbx2, SALL1, Osf2, Hoxa1, Irx5, Prrx1"
23187a,5,16261965,16264301,2337,-,CTNND1,ENSGALG00000007330,5:16245179-16269584,inside,7619,93.0721,87.0029,88.3023,139.433,102.449,103.378,77.1928,75.2027,82.142,69.7729,1.077821045,"HIF1, HIF1, WT1, Sox2, Tax_CREB.1, Tax_CREB.2, Tcfap2b, Tcfap2b, EBF1, Sox3, Sox3, Tax_CREB.1, Tax_CREB.2, STAT1, Mafb, RREB1, Gata3.2, Max, GLI, GLI, Tcfap2b, Tcfap2b, Six1, RREB1, WT1, TEAD1, Tcfap2b, Tcfap2b, HIF1, HIF1, RUNX1, RREB1, TEAD1, Tcf7l2, RBP-Jkappa, Etv1, TTF-1_Nkx2-1_, TTF-1_Nkx2-1_, Sox6, Sox6, Sox3, Sox3, AhR, Erg, WT1, WT1, Gata3.2, NFKB1, NFKB1, ESR2, EBF1, Arnt, RREB1, Pax2, Zic3, RREB1, RREB1, EBF, ESR2, RUNX1, PLAG1, Esrrb, Gata5, Zic3, Ets, Tcfap2e, Tcfcp2l1, Ikaros"
26005a,6,29392368,29393455,1088,-,C6H10ORF46,ENSGALG00000009314,6:29348790-29388352,upstream,-4016,17.299,18.2345,19.7443,21.6236,18.6042,17.4084,14.9783,14.4581,11.8793,13.4362,1.07605573,"SALL1, Lmx1a, REST, Pou2f1, Pou2f1, Lhx5, Lmx1b, SALL1, STAT, Sox8, Pou2f1, Pou2f1, Znf143, Six1_optimised, Lhx9, Foxk1, Ar, Lmx1b, Alx4, Mafb, Tcf7l2, Pou2f1, Pou2f1, Pax7, EBF, TTF-1_Nkx2-1_, Lmx1a, Znf143, Sox30, Mrg1, Six4, AhR, Hmx1, EBF1"
20309a,4,28888475,28890113,1639,-,MAML3,ENSGALG00000009809,4:28846110-28920597,inside,32122,9.86779,5.73137,6.36665,2.46003,7.72198,8.82564,7.23321,10.4001,14.0161,9.67574,1.074863525,"Etv4, Pax6.1, Tcf1, Etv1, PLZF, Hoxc9, Six1, AP1.1, Etv5, Erg, Tcfap2c, Tcfap2c, CHX10_vsx2_, Elk4, Hoxa1, Irx4, Gata3.2, RXRA, Ikaros, TFAP2A, Pitx2, Irx4, Hoxa2, Irx2, Osf2, Irx5, Otx2, Otx2, Hoxa2, Irx5, RREB1, HIF1, HIF1, TFAP2A, Ar, Pax2, Hoxa1, Gata5, Six1_optimised, Mtf1, Hbp1, Mrg1, RUNX1, AhR, CHX10_vsx2_, Sox13, Prrx1, Esrrb, Irx2, Hmx3, WT1, DMRT3, Gbx2, Gbx2, Foxk1, Sox5, Sox13, Ar, Znf143, Tcfap2e, FOXO3, Hmx1, Ets, RREB1, Ar, Sox2, AP1.2, Pax6.2, EBF1"
20311a,4,28934084,28936263,2180,-,MAML3,ENSGALG00000009809,4:28846110-28920597,upstream,-13487,9.86779,5.73137,6.36665,2.46003,7.72198,8.82564,7.23321,10.4001,14.0161,9.67574,1.074863525,"Foxk1, Tax_CREB.1, Tax_CREB.2, Tcfcp2l1, STAT1, Hbp1, Six1, FOXP1, Zic3, PLZF, NFKB1, NFKB1, Zic3, Tcf7l2, Gata5, Gata3.2, Sox2, Znf143, Sox30, FOXO3, Six1_optimised, NFKB1, NFKB1, EBF1, PPARG, PPARG, TEAD1, Irx4, Bbx, WT1, Ikaros, Dlx5, Lmx1a, Six1, STAT, Ets, Ets, Max, STAT, PPARG, PPARG, Lmx1b, Sox2"
28899a,9,7548348,7549720,1373,+,ACSL3,ENSGALG00000005206,9:7564062-7589134,upstream,-15715,28.2658,30.0713,30.4154,26.3514,31.9043,32.5004,29.3566,23.9555,25.0748,22.3454,1.072055099,"Klf7, Klf7, FOXP1, FOXP1, CREB_ATF, CREB_ATF, Foxk1, Six1_optimised, Mtf1, Rfx3, REST, TFAP2A, CREB.2, Six4, WT1, TFAP2A, CREB.2, Tcf1, Tcfcp2l1, Mrg1, Klf7, Znf143, Hoxc9, FOXO3, HIF1, HIF1, Hoxc9, CREB.2, Mybl1, Znf143"
17694a,3,59645548,59646436,889,-,RNF217,ENSGALG00000013651,3:59606825-59662599,inside,17051,7.32671,13.4849,10.403,15.9609,15.9886,15.3685,3.98471,5.78345,4.5636,5.39557,1.071888605,"Hmx3, RREB1, Hmx1, Hbp1, Sox2, Gata3.2, Sox3, Hoxa2, Prrx1, RREB1, Ets, Hoxa1, DMRT3, Ar, Dlx5, AR, SALL1, Hoxa2, Foxk1, Etv5, Gata5, Lhx5, Irx4, NR3C1, PR, Nr2f2, Nr2f2, Hoxa1, Prrx1, Irx2, Ets, Six1_optimised, Sox8, Irx5, TEAD1"
7841,12,18340478,18340782,305,-,SUMF1,ENSGALG00000008286,12:18356411-18383474,downstream,42996,13.9006,12.0321,12.2888,10.3877,9.22934,10.9151,10.8188,9.73043,7.10533,9.09343,1.070050575,"Hoxa1, HIF1, HIF1, Hoxa2, Six1_optimised, TEAD1, Foxk1"
18231,3,74962424,74963049,626,+,LYRM2,ENSGALG00000015762,3:74947910-74950516,downstream,14513,13.6557,12.5387,8.89946,15.3145,12.8627,14.4561,12.7946,14.7704,9.17107,13.8134,1.069280554,"Six1_optimised, Mrg1, Hoxc9, AR, EBF1, Hoxa1, Esrrb, Pou2f1, Pou2f1, Alx4, EBF, Foxk1, Lhx9, Hoxa2, CHX10_vsx2_, Six1, Six1_optimised, RUNX1, Dlx5, Sox30, Pax7, Alx4, Lmx1a"
20160a,4,23547163,23549563,2401,+,TLL1,ENSGALG00000009567,4:23520462-23656666,inside,26700,0.806556,1.34933,1.39587,1.2573,9.55044,17.6763,11.9914,8.66832,3.7574,8.10832,1.069064862,"FOXP1, FOXP1, Sox5, Pax6.2, FOXP1, Sox13, FOXP1, FOXP1, FOXP1, FOXP1, FOXP1, FOXP1, Alx4, Pax7, Lhx9, Hlxb9, Tcf1, Sox8, Sox30, Lmx1a, Irx4, Irx5, Emx2, FOXP1, Irx5, FOXP1, FOXP1, Pax6.2, FOXP1, FOXP1, CIZ, Emx2, Lmx1b, Sox2, Hoxa1, Irx2, Pou2f1, Pou2f1, Gbx1, Irx4, AP1.1, Hoxa2, Gata3.2, Hlxb9, Tcf1, Tcf1, Irx5, Sox3, Pou2f1, Pou2f1, Arnt, AP1.2, TTF-1_Nkx2-1_, Gbx2, Foxk1, SALL1, Irx2, Foxk1, Lmx1a, Tcfap2c, Tcfap2c, Tcfap2e, Lmx1b, Six1_optimised, TEAD1, Tcfap2e, Bbx, Irx4, Lhx5, Lmx1b, Pbx, Lhx5, Ikaros, Tcfap2c, Tcfap2c, Sox3, Sox3, Lhx5, Gbx2, Prrx1, Hbp1, PLZF, Gbx1, Irx2, AP1.2, Lhx4, Pax6.2, AP1.1, Dlx5, Lhx5, Pitx2, Hmx3, Sox13, Max, Rfx3, Irx2, Tcf1, Lmx1a, Hmbox1, ESR2, Prrx1, Max, Irx5, Ehf, Pitx1, Mafb, RoRalpha, Bbx, Lmx1b, Gata3.2, Lhx9, Pax7, Foxk1, CIZ, Lmx1a, Lmx1a, Max, Hmbox1, Alx4, Pax7, Pax7, EBF1, Six4, Sox6, Hmbox1, PLZF, Pou2f1, Pou2f1, Tcf1, Irx5, Sox8, Sox2, AR"
1895,1,55923729,55924931,1203,+,PARP12,ENSGALG00000012788,1:55884055-55900238,downstream,39673,3.79948,5.76496,5.25854,6.97464,7.92893,8.27396,4.01671,4.42162,5.82981,4.14551,1.066604591,"Foxk1, Gata3.2, Tax_CREB.1, Tax_CREB.2, TEAD1, Foxk1, PLZF, REST, Esrrb, HIF1, HIF1, TTF-1_Nkx2-1_, FOXO3, Sox30, Etv5, Sox5, Hmx3, Six1_optimised, Pax-2, RUNX1, Sox8, STAT, Etv1, Sox3, Sox3, CREB.2, Foxk1, Six1, Mybl1, Erg, Pax2, Lmx1a, SALL1, Sox3, Hoxc9"
19082a,3,101307163,101308529,1367,-,PUM2,ENSGALG00000016481,3:101259184-101331568,inside,24405,44.2927,42.6596,47.6459,28.3745,58.2016,55.3676,35.6181,34.7983,37.376,32.6451,1.065957831,"Six1_optimised, Sox30, Nr2f2, Nr2f2, Six1, STAT, Irx4, AP1.1, Foxk1, Irx2, Irx4, Osf2, Irx5, RoRalpha, RREB1, FOXO3, Irx5, Pbx, Irx5, Hlxb9, Six1, FOXO3, Hoxa1, PLZF, Ar, Six4, RREB1"
29342,9,17390423,17391422,1000,+,TBL1XR1,ENSGALG00000013837,9:17416495-17505171,upstream,-26073,17.6689,14.4447,15.6595,4.1662,20.583,20.3703,15.6527,15.9332,24.0344,14.9953,1.062546264,"CREB.2, CREB.2, Klf7, Klf7, CREB_ATF, CREB_ATF, Six1_optimised, ESR2, TFAP2A, TFAP2A, TFAP2A, AhR, CIZ, RREB1, WT1, PLAG1, Mtf1, PLAG1, RXRA, REST, Hbp1, HIF1, HIF1, Etv6, FOXO3, TFAP2A, RBP-Jkappa, Klf7, WT1, Foxk1, TFAP2A, RREB1, RREB1, Pax-2, Arnt, PR, Ar, Tcfap2b, Tcfap2b, PLAG1, RREB1, RoRalpha, Klf7, NFKB1, NFKB1, AhR"
26471,7,9463818,9464545,728,-,GTF3C3,ENSGALG00000007958,7:9491833-9506981,downstream,43163,9.56485,13.2153,12.049,10.5984,11.0216,10.7162,9.8066,9.86507,12.2363,9.29008,1.061892901,"Sox2, CIZ, CREB.2, Six1_optimised, Gata3.2, HIF1, HIF1, Foxk1, Sox30, Irx2, TEAD1"
26473a,7,9483157,9484132,976,-,GTF3C3,ENSGALG00000007958,7:9491833-9506981,downstream,23824,9.56485,13.2153,12.049,10.5984,11.0216,10.7162,9.8066,9.86507,12.2363,9.29008,1.061892901,"Bach2, AP1.1, AP1.2, Six4, TFAP2A, AhR, Tcf7l2, AP1.2, TEAD1, RXRA, Six1_optimised, AP1.1, Tax_CREB.1, Tax_CREB.2, Pax-2, Zic3, WT1, Pax2, Znf143, Znf143, GLI, GLI, HIF1, HIF1"
10139a,2,5757878,5758706,829,-,ACVR2B,ENSGALG00000006158,2:5721528-5739855,upstream,-18023,25.0297,34.3029,28.107,19.4557,45.0162,34.7528,26.6452,36.8227,21.056,34.6768,1.061882873,"Hdx, Ikaros, Six1_optimised, EBF1, NFKB1, NFKB1, NFKB1, NFKB1, AP1.2, RBP-Jkappa, DMRT3"
22386a,4,83524003,83524780,778,+,FAM53A,ENSGALG00000015713,4:83538376-83615658,upstream,-14374,25.6746,21.4539,25.3993,16.9554,23.2924,18.4577,17.0237,20.6713,17.9524,19.4829,1.060997079,"Lhx9, Pou2f1, Pou2f1, Lhx5, Lhx9, Pax6.2, SALL1, Lmx1a, Alx4, Lmx1b, Hmx1, Lmx1a, SALL1, Pou2f1, Pou2f1, Lhx5, Alx4, EBF1, PLZF, Prrx1, Lmx1b, Pax6.2, Prrx1, Prrx1, Ikaros, Hmx3, Six1, Lhx5, Hoxc9, Gbx1, Gbx2, Hbp1"
14293,2,135018289,135018498,210,+,MED30,ENSGALG00000026340,2:134983353-135002167,downstream,34935,7.04097,5.60219,5.62086,5.55241,5.03886,4.6161,6.49792,5.54734,4.63857,5.26384,1.05385802,"FOXP1, Mafb, DMRT3, Tcf7l2, Lhx4, Ar, AR, Six1_optimised"
28576,8,26472112,26472673,562,-,DOCK7,ENSGALG00000010967,8:26403359-26490933,inside,18821,11.4042,11.2967,12.1032,6.9067,17.4828,16.6135,12.8719,14.3722,17.9764,13.7059,1.0486141,"Gata3.2, PLZF, Pax6.1, Hoxa1, Hoxa2, Gata3.2, Six1, CREB_ATF, TEAD1, Six1_optimised, RBP-Jkappa, Gata5, Six1, Gata3.2, CHX10_vsx2_, Foxk1, Sox6, SALL1, CREB.2"
886a,1,26879315,26880869,1555,-,IFRD1,ENSGALG00000009448,1:26854960-26865547,upstream,-13768,66.2642,60.0985,63.2002,53.5365,49.5459,46.4546,92.7766,85.9242,75.9552,81.983,1.048073381,"Six1_optimised, Pitx1, Pitx2, Ehf, Sox3, PR, Pax-2, Otx2, Otx2, PPARG, PPARG, Sox6, Hoxc9, Mtf1, Etv6, Pax-2, Sox5, Pax2, EBF, NR3C1, Ets, Sox8, Sox2, Tcfap2c, Tcfap2c, Klf7, Foxk1, Klf7, PLAG1, Nr2f2, Nr2f2, Etv1, Mtf1, Erg, Esrrb, Pitx1, AP1.1, Sox5, Dlx5, Tcfap2c, Tcfap2c, GATA3.1, Znf143, AP1.2, WT1, REST, Mrg1, Sox2, RUNX1, Lhx4, TTF-1_Nkx2-1_, DMRT3, AP1.1, FOXO3, DMRT3, Etv5, STAT, Tcfcp2l1"
11696,2,49461926,49462293,368,-,ITGA9,ENSGALG00000012238,2:49290258-49510044,inside,48118,1.54457,0.774359,1.23077,0.822012,3.83452,3.20103,1.93073,2.98615,4.44323,2.86525,1.042195271,"Pax2, STAT1, Six1_optimised, Sox3, Sox6, Hmbox1"
3304a,1,105330126,105331408,1283,-,RCAN1,ENSGALG00000016014,1:105292500-105299313,upstream,-30813,6.05477,14.3448,12.762,25.8578,14.7045,13.3389,8.00124,6.02306,7.61188,5.81464,1.035844008,"NR3C1, Tcfap2b, Tcfap2b, AR, PR, Tcfap2e, WT1, WT1, Tcfap2c, Tcfap2c, Tcfap2e, Tcfap2e, Zic3, WT1, Tcfap2b, Tcfap2b, Zic3, Ar, Zic3, Zic3, Mybl1, WT1, Tcfap2b, Tcfap2b, Klf7, Mybl1, Tcfap2c, Tcfap2c, Tcfap2c, Tcfap2c, Zic3, TFAP2A, TFAP2A, RREB1, EBF1, Mybl1, GLI, GLI, Tcfap2e, WT1, Znf143, Tcfap2b, Tcfap2b, Klf7, Tcfap2e, Tcfap2e, Tcfap2c, Tcfap2c, RREB1, Klf7, Klf7, Klf7, TFAP2A, TFAP2A, TFAP2A, TFAP2A, RREB1, Zic3, Klf7, WT1, WT1, Six1, Ar, Tcfap2e, RREB1, NR3C1, Klf7, TFAP2A, Mybl1, PLAG1, Tcfcp2l1, Hdx, Esrrb, REST, Klf7, WT1, WT1, Tcfap2c, Tcfap2c, Tcfap2b, Tcfap2b, Mybl1, TFAP2A, TFAP2A, TFAP2A, Tcfap2b, Tcfap2b, RREB1, WT1, HIF1, HIF1, Tcfap2c, Tcfap2c, PLAG1, Tcfap2e, AP1.2, WT1, Klf7, RREB1, TTF-1_Nkx2-1_, RREB1, Zic3, Etv1, Tcfap2b, Tcfap2b"
16534a,3,29745799,29747950,2152,+,MRPL14,ENSGALG00000010285,3:29732267-29741085,downstream,13531,76.3186,64.8961,65.062,61.749,55.1497,57.3565,76.0221,85.8495,59.7976,82.8918,1.035681455,"Etv4, Elk4, Erg, Zic3, Zic3, Pax-2, HIF1, HIF1, Etv5, HIF1, HIF1, Prrx1, Lhx9, RREB1, Alx4, Hlxb9, REST, Ikaros, Pax6.2, Pax-2, WT1, HIF1, HIF1, Zic3, Hlxb9, Irx5, HIF1, HIF1, Zic3, Zic3, RBP-Jkappa, RBP-Jkappa, Max, PLAG1, Znf143, Znf143, NFKB1, NFKB1, Prrx1, Max, Ikaros, Ikaros, Irx4, Etv1, Hbp1, Emx2, Six4, Pax6.2, Etv1, RREB1, CREB_ATF, Rfx3, Six4, Lhx9, TFAP2A, REST, PLAG1, Tcfcp2l1, Zic3, CREB.2, Pax7, Emx2, AhR, WT1, WT1, Gbx1, Zic3, RUNX1, Irx2, AhR, Hoxa1, Gbx2, Gbx2, TEAD1, Zic3, RREB1, Mtf1, REST, Alx4, Tcfcp2l1, Mtf1, Ikaros, AhR, Zic3, Ets, Six1_optimised, Tax_CREB.1, Tax_CREB.2, Emx2, Pax6.2, PLAG1, Klf7, Lmx1b"
7930a,13,1261046,1261873,828,-,HDAC3,ENSGALG00000002634,13:1277094-1290277,downstream,29231,48.6616,43.4976,43.5952,43.3645,47.6334,50.224,49.6722,46.2565,49.9001,44.6846,1.035177667,"Nr2f2, Nr2f2, Ikaros, Pax2, Nkx2-5, Erg, Six1_optimised, RREB1, Ikaros, Six4, Etv1, Etv4, Tcfcp2l1, RREB1, Six1, RREB1, Znf143, Six1_optimised, HIF1, HIF1, Elk4, AhR"
14103a,2,129009686,129011343,1658,-,KLF10,ENSGALG00000016063,2:128996369-128999180,upstream,-10506,25.3777,25.7993,23.7405,26.4999,30.4609,29.4885,25.399,27.215,24.594,26.3565,1.03257261,"RoRalpha, Hdx, Pitx1, CREB.2, Arnt, DMRT3, Pitx2, Nkx2-5, HIF1, HIF1, Otx2, Otx2, Tcfap2b, Tcfap2b, TEAD1, HIF1, HIF1, WT1, HIF1, HIF1, RREB1, Sox8, Six1_optimised, ESR2, Six1_optimised, REST, Six1, RREB1, RREB1, Six4, Foxk1, Irx4, HIF1, HIF1, Dmbx1, Dmbx1, PLAG1, Six1, Sox6"
12418a,2,79047288,79048256,969,-,MTRR,ENSGALG00000013053,2:79163254-79192329,downstream,145041,5.48882,5.45123,6.3186,7.08503,6.1781,5.53461,7.27758,5.33088,4.97825,5.16807,1.031503056,"FOXP1, Mrg1, FOXP1, FOXP1, FOXP1, RREB1, Six1_optimised, RBP-Jkappa, ESR2, RREB1, Tcfap2c, Tcfap2c, Foxk1, STAT1, RUNX1, RUNX1, STAT1, Tcfap2e, STAT, Tcfap2c, Tcfap2c, Gata3.2, RREB1, TTF-1_Nkx2-1_, STAT, TEAD1, Gata3.2, Ets, Hdx, Tcfap2c, Tcfap2c, RREB1, Tcfap2e, EBF1"
1171a,1,34691515,34692612,1098,+,CAND1,ENSGALG00000009899,1:34744580-34769307,upstream,-53066,68.7793,59.1613,61.4909,69.4833,75.5849,83.3711,70.735,66.4241,66.2819,64.4028,1.031385281,"Six1, TFAP2A, TFAP2A, TFAP2A, ESR2, Ikaros, HIF1, HIF1, Pitx1, Ikaros, Tcfap2b, Tcfap2b, PLAG1, AhR, Tcfcp2l1, TFAP2A, Tcfap2b, Tcfap2b, TFAP2A, RBP-Jkappa, HIF1, HIF1, HIF1, HIF1, CIZ, Klf7, TFAP2A, Max, Max, Mtf1, Zic3, Etv5, Tcfap2c, Tcfap2c, Osf2, Max, Tcfcp2l1, Ikaros, Klf7, Irf6, Irf6"
13461a,2,111629500,111630779,1280,+,FAM110B,ENSGALG00000015424,2:111602454-111603567,downstream,27045,11.107,11.2513,9.28919,15.6583,16.7622,14.2189,10.6838,12.8114,13.1627,12.4564,1.028499406,"FOXP1, Emx2, AP1.1, Osf2, Irx4, Hdx, RBP-Jkappa, AP1.1, Hoxa1, Emx2, Six1_optimised, Pou2f1, Pou2f1, AP1.1, Pax6.1, Rfx3, Hoxa2"
20058a,4,20432156,20432983,828,-,CTSO,ENSGALG00000009373,4:20356528-20364123,upstream,-68033,15.054,13.4832,11.1715,10.6072,13.8825,15.1565,11.6856,10.4072,9.61595,10.2045,1.019863786,"Sox3, Pitx1, AR, Otx2, Otx2, Pitx2, PLAG1, WT1, RREB1, AR, Six4, TEAD1, TEAD1, Arnt, Klf7, Irx4, Irx2, Mtf1, Bbx, HIF1, HIF1, NR3C1, STAT, Ikaros, Irx5, AhR, Ar, Max, RREB1, Max, Dmbx1, Dmbx1, HIF1, HIF1, RREB1, Six1, AR, Six1, Six1, REST, AR"
31111a,Z,57538657,57540094,1438,-,ANKRD32,ENSGALG00000027932,Z:57630079-57673712,downstream,135055,4.39527,5.01773,6.87875,4.64927,6.89783,6.44989,6.03357,5.84421,7.53424,5.73519,1.01900896,"Pitx1, Gata3.2, WT1, Otx2, Otx2, Mrg1, AP1.2, Sox5, Sox13, Pitx2, Sox8, EBF1, CREB.2, RREB1, Pax7, Six1, Osf2, Hbp1, Sox6, Znf143, WT1, Irx5, Sox3, RXRA, Bach2, AP1.1, Irx4, Hmx1, Hmbox1, Gata5, Hmx3, NR3C1, STAT, Mtf1, PLZF, SALL1, SALL1, GATA3.1, PLAG1, Sox2, Gata5, PPARG, PPARG, Gbx1, Pax6.1, AR, Sox2, Six1_optimised, Dmbx1, Dmbx1, Bbx, RREB1, Pax7, PR, Hmbox1"
17806,3,62706310,62707234,925,-,SLC35F1,ENSGALG00000029011,3:62486815-62723122,inside,16812,32.4233,25.4597,26.6844,16.479,34.7219,32.9665,27.9906,26.6209,30.8384,26.1303,1.018775138,"Hbp1, Hmx1, Otx2, Otx2, Hmx1, RBP-Jkappa, Pitx2, Hmx3, Hmx3, DMRT3, Six4, Hmx3, Sox3, Hmx1, Ehf, Pax6.2, Pou2f1, Pou2f1, Six1, Lhx9, Hmbox1, Klf7, CIZ, SALL1, Otx2, Otx2, Bach2, Tcfcp2l1, Hoxc9, Dlx5, WT1, Hlxb9, Dmbx1, Dmbx1, Pax2, AP1.1, Pax6.2, Pbx, Pitx1, Six1_optimised, Rfx3, NFKB1, NFKB1, Sox8"
30656,Z,39965150,39965949,800,+,RMI1,ENSGALG00000012592,Z:39954654-39958510,downstream,10495,20.8739,14.633,17.1643,16.3179,18.9072,18.3214,17.1684,14.3474,15.781,14.0899,1.018275502,"Hdx, CIZ, Six1_optimised, Irx5, Irx2, AP1.1, SALL1, SALL1, Ehf, AR, AR, RREB1, Osf2, FOXO3, FOXO3, RREB1, Sox13, Etv6, Pax2, RUNX1, DMRT3, AR, Ar"
30657a,Z,39971428,39973339,1912,+,RMI1,ENSGALG00000012592,Z:39954654-39958510,downstream,16773,20.8739,14.633,17.1643,16.3179,18.9072,18.3214,17.1684,14.3474,15.781,14.0899,1.018275502,"SALL1, FOXP1, TEAD1, Mafb, Foxk1, Irf6, Irf6, SALL1, Bbx, Bbx, FOXO3, Etv4, Osf2, Bach2, RBP-Jkappa, Pitx2, Tcfcp2l1, Erg, Gata3.2, Elk4, DMRT3, RUNX1, Six1_optimised, AP1.1, Ets, AP1.2, Bbx, Dmbx1, Dmbx1, Hmbox1, Hoxc9, Dmbx1, Dmbx1, FOXO3, Six1_optimised, Pitx1, AP1.2, Lmx1b, Pitx1"
8376a,13,12879677,12880462,786,+,LTC4S,ENSGALG00000011450,13:12884875-12889478,upstream,-5199,0.390392,0.359447,1.95996,3.66405,0.173364,0.820682,0.685781,1.17557,0.465909,1.15556,1.01731628,"RREB1, Ikaros, Bach2, WT1, Pax2, AR, Pax-2, AP1.2, CREB_ATF, RBP-Jkappa, Max, Six1_optimised, Tcfap2e, Rfx3, Tcfap2c, Tcfap2c, Max, Arnt, Arnt, TEAD1, Mtf1, RXRA, RXRA, Mybl1, HIF1, HIF1, Pitx2, Mafb, EBF, EBF1"
10908,2,24926647,24927003,357,-,RPA3,ENSGALG00000010700,2:24920142-24923085,upstream,-3562,81.9279,55.1767,59.8831,47.0013,51.8022,57.6775,58.8391,70.7046,68.3229,69.7668,1.013441924,"Gbx1, Lhx4, Hlxb9, Gbx2, Nkx2-5, Gbx2, Pax6.1, Emx2, Six1_optimised, EBF, Hlxb9, Pax7, Pax6.1"
25157a,6,8441232,8441650,419,+,CCDC6,ENSGALG00000003165,6:8534857-8570007,upstream,-93626,15.5866,18.1959,17.5596,20.4287,24.5954,22.7483,18.7171,19.6591,19.8752,19.4033,1.013183324,"Tcfap2b, Tcfap2b, Pax6.1, TFAP2A, TFAP2A, Six1, Arnt, Klf7, CREB.2, REST, Tcfap2b, Tcfap2b, STAT"
373,1,13471187,13471928,742,+,KMT2E,ENSGALG00000008167,1:13575017-13719427,upstream,-103831,9.51713,11.7009,11.3818,9.47678,18.4078,16.3164,10.5213,8.18069,15.2205,8.08018,1.012439079,"Pax7, Hmbox1, Alx4, Hmx1, Prrx1, Pou2f1, Pou2f1, DMRT3, TFAP2A, Lmx1b, Pax7, Lmx1a, Gata3.2, Emx2, Hlxb9, Tax_CREB.1, Tax_CREB.2, Hmx3, CHX10_vsx2_, CHX10_vsx2_, TFAP2A, TFAP2A, Lhx5, Hoxa2, Tcfap2c, Tcfap2c, Tcfap2e, Six1, Otx2, Otx2, Gbx2, Sox3, Pou2f1, Pou2f1, Tcfap2e, Hoxc9, Hmx1, Klf7, Hmx3, Hoxa1, Sox3, Tcf1, Pitx2, Lmx1b"
21894a,4,71694061,71695038,978,-,PCDH7,ENSGALG00000014349,4:71188249-71439793,upstream,-254268,0.359669,0.0361521,0.109073,0.120291,0.57063,0.641622,0.65925,0.462923,1.71863,0.457449,1.011966361,"Gata5, Irx4, Irx2, Irx5, Lhx9, DMRT3, Irx4, SALL1, Alx4, Foxk1, Lhx9, Alx4, Mrg1, Sox13, FOXO3, Sox13, Emx2, Sox6, Six1_optimised, RBP-Jkappa, Irx5"
31339a,Z,65637056,65637737,682,+,PALM2,ENSGALG00000015656,Z:65644354-65663759,upstream,-7299,7.17104,8.83529,13.8652,16.8274,24.427,25.499,15.1047,11.1915,11.2416,11.1141,1.006964127,"Nr2f2, Nr2f2, NFKB1, NFKB1, NFKB1, NFKB1, Esrrb, Sox30, Lmx1a, Lmx1b, Mybl1, Lhx5, Lhx5, Bbx, Lmx1b, TEAD1, Ikaros, PLZF, Sox6, Lmx1a, Bbx, Sox3, Pax2, DMRT3, Pax6.2, Pou2f1, Pou2f1, Mafb, Ar, Six1, Mybl1"
21211,4,53930721,53931040,320,+,MAD2L1,ENSGALG00000011967,4:53952131-53955591,upstream,-21411,160.814,125.207,136.158,99.7508,133.594,136.568,153.01,156.234,136.807,155.502,1.004707335,"Six1, RoRalpha, Ikaros, Foxk1, Hmx1, Tcfap2c, Tcfap2c, EBF1, Hdx, Hmx3, Bbx"
